ID,system,site,sample,month,year,specie,biomass,length,width,season,class,order,habitat,guild,P,MO,CE,Ph,DAP,HR,Ca,Mg,NA,K,N,ARA,RESP,RM_0-5,RM_5=10
6111,G,L25,sur,marzo,2010,bdelloidea,"390,687,998","256,377","1,099,093",O,acari,trombidiformes,euedaphic,predator,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6112,G,L25,sur,marzo,2010,eupodoidea,"8,227,876","1,525,334","600,032",O,acari,trombidiformes,hemiedaphic,predator,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6113,G,L25,sur,marzo,2010,bdelloidea,"353,928,574","248,07","1,027,412",O,acari,trombidiformes,euedaphic,predator,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6114,G,L25,sur,marzo,2010,eupodoidea,"443,711,747","267,487","1,113,443",O,acari,trombidiformes,hemiedaphic,predator,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6115,G,L25,sur,marzo,2010,bdelloidea,"328,797,164","2,420,537","962,781",O,acari,trombidiformes,euedaphic,predator,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6116,G,L25,sur,marzo,2010,eupodoidea,"36,770,513","2,512,478","1,137,796",O,acari,trombidiformes,hemiedaphic,predator,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6117,G,L25,sur,marzo,2010,hypogastruridae,"2,586,949,205","5,938,029","1,603,853",O,collembolla,poduromorpha,hemiedaphic,omnivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6118,G,L25,sur,marzo,2010,hypogastruridae,"3,881,397,596","6,962,103","259,39",O,collembolla,poduromorpha,hemiedaphic,omnivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6119,G,L25,sur,marzo,2010,hypogastruridae,"1,097,425,779","4,242,268","1,768,524",O,collembolla,poduromorpha,hemiedaphic,omnivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6120,G,L25,sur,marzo,2010,isotomidae,"792,091","5,107,313","1,148,212",O,collembolla,entomobryomorpha,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6121,G,L25,sur,marzo,2010,isotomidae,"2,262,684,984","7,450,183","1,440,158",O,collembolla,entomobryomorpha,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6122,G,L25,sur,marzo,2010,isotomidae,"4,563,565,267","9,588,797","1,777,477",O,collembolla,entomobryomorpha,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6123,G,L25,sur,marzo,2010,isotomidae,"1,206,337,294","5,941,685","1,666,528",O,collembolla,entomobryomorpha,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6124,G,L25,sur,marzo,2010,oribatido,"2,753,855,783","3,805,337","212,187",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6125,G,L25,sur,marzo,2010,oribatido,"1,124,701,371","2,675,165","1,681,031",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6126,G,L25,sur,marzo,2010,oribatido,"2,558,130,041","408,125","1,885,348",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6127,G,L25,sur,marzo,2010,oribatido,"286,551,669","4,559,177","1,817,639",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6128,G,L25,sur,marzo,2010,oribatido,"2,284,474,038","3,148,884","2,269,409",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6129,G,L25,sur,marzo,2010,oribatido,"5,401,632,706","5,246,645","239,035",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6130,G,L25,sur,marzo,2010,oribatido,"568,063,809","2,011,834","1,430,381",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6131,G,L25,sur,marzo,2010,oribatido,"338,734,306","2,371,935","865,335",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6132,G,L25,sur,marzo,2010,oribatido,"52,683,887","1,102,927","551,464",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6133,G,L25,sur,marzo,2010,oribatido,"161,431,524","1,570,347","805,227",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6134,G,L25,sur,marzo,2010,oribatido,"549,085,874","2,036,094","1,382,296",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6135,G,L25,sur,marzo,2010,oribatido,"288,079,467","1,639,584","1,126,095",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6136,G,L25,sur,marzo,2010,oribatido,"263,472,774","1,964,378","886,624",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6137,G,L25,sur,marzo,2010,oribatido,"401,206,074","2,038,207","1,124,821",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6138,G,L25,sur,marzo,2010,oribatido,"272,742,227","214,243","83,152",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6139,G,L25,sur,marzo,2010,oribatido,"139,812,911","133,276","863,676",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6140,G,L25,sur,marzo,2010,oribatido,"154,451,942","1,466,373","837,768",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6141,G,L25,sur,marzo,2010,oribatido,"106,019,553","1,279,523","750,789",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6142,G,L25,sur,marzo,2010,oribatido,"143,317,733","1,322,362","884,668",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6143,G,L25,sur,marzo,2010,oribatido,"338,946,019","1,766,684","1,162,266",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6144,G,L25,sur,marzo,2010,oribatido,"125,497,845","1,284,708","834,906",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6145,G,L25,sur,marzo,2010,oribatido,"121,850,435","1,595,381","659,486",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6146,G,L25,sur,marzo,2010,oribatido,"146,887,362","1,338,791","887,976",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6147,G,L25,sur,marzo,2010,oribatido,"207,679,881","1,735,934","858,792",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6148,G,L25,sur,marzo,2010,oribatido,"211,021,646","1,327,707","1,134,619",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6149,G,L25,sur,marzo,2010,oribatido,"145,601,825","144,05","820,551",O,acari,oribatida,hemiedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6150,G,L25,sur,marzo,2010,acaroidea,"338,242,142","1,881,361","1,089,939",O,acari,astigmata,epiedaphic,omnivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6151,G,L25,sur,marzo,2010,euker,2575000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6152,G,L25,sur,marzo,2010,Apo_ros,2345000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6153,G,L25,sur,junio,2010,hypogastruridae,"3,297,971,199","6,531,287","1,741,483",I,collembolla,poduromorpha,hemiedaphic,omnivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6154,G,L25,sur,junio,2010,hypogastruridae,"5,806,989,302","8,153,674","3,437,168",I,collembolla,poduromorpha,hemiedaphic,omnivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6155,G,L25,sur,junio,2010,hypogastruridae,"7,045,963,786","8,796,104","3,778,616",I,collembolla,poduromorpha,hemiedaphic,omnivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6156,G,L25,sur,junio,2010,hypogastruridae,"2,634,301,183","5,980,418","199,252",I,collembolla,poduromorpha,hemiedaphic,omnivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6157,G,L25,sur,junio,2010,hypogastruridae,"1,352,916,804","11,360,578","3,179,826",I,collembolla,poduromorpha,hemiedaphic,omnivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6158,G,L25,sur,junio,2010,hypogastruridae,"2,701,160,768","14,898,997","5,262,137",I,collembolla,poduromorpha,hemiedaphic,omnivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6159,G,L25,sur,junio,2010,hypogastruridae,"8,197,466,378","9,334,057","3,518,791",I,collembolla,poduromorpha,hemiedaphic,omnivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6160,G,L25,sur,junio,2010,hypogastruridae,"7,685,138,304","910,079","2,819,857",I,collembolla,poduromorpha,hemiedaphic,omnivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6161,G,L25,sur,junio,2010,hypogastruridae,"8,390,268,113","9,419,541","2,567,219",I,collembolla,poduromorpha,hemiedaphic,omnivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6162,G,L25,sur,junio,2010,oripodoidea,"4,212,935,098","3,807,387","2,691,132",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6163,G,L25,sur,junio,2010,oripodoidea,"4,387,943,334","4,272,364","2,424,689",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6164,G,L25,sur,junio,2010,oripodoidea,"5,243,719,327","3,877,849","3,080,462",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6165,G,L25,sur,junio,2010,oripodoidea,"3,447,097,117","3,543,945","2,533,564",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6166,G,L25,sur,junio,2010,oripodoidea,"7,168,986,424","4,728,373","3,061,786",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6167,G,L25,sur,junio,2010,oripodoidea,"4,128,641,191","4,223,917","2,352,294",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6168,G,L25,sur,junio,2010,oripodoidea,"2,405,134,719","3,166,872","2,231,582",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6169,G,L25,sur,junio,2010,oripodoidea,"3,956,259,711","3,755,863","2,613,859",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6170,G,L25,sur,junio,2010,oripodoidea,"4,223,357,751","4,112,619","2,465,739",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6171,G,L25,sur,junio,2010,oripodoidea,"4,196,628,704","3,930,994","2,586,284",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6172,G,L25,sur,junio,2010,oripodoidea,"2,284,288,726","3,418,928","1,968,499",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6173,G,L25,sur,junio,2010,oripodoidea,"3,170,911,199","3,586,531","2,354,086",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6174,G,L25,sur,junio,2010,oripodoidea,"284,580,391","3,619,306","2,156,226",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6175,G,L25,sur,junio,2010,oripodoidea,"3,683,383,139","3,779,593","2,465,739",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6176,G,L25,sur,junio,2010,oripodoidea,"4,041,814,092","3,892,179","2,546,847",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6177,G,L25,sur,junio,2010,oripodoidea,"3,319,747,351","3,737,628","231,907",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6178,G,L25,sur,junio,2010,oripodoidea,"2,809,117,816","3,600,614","2,149,173",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6179,G,L25,sur,junio,2010,oripodoidea,"3,577,879,508","4,031,419","2,241,388",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6180,G,L25,sur,junio,2010,oripodoidea,"256,487,304","3,376,976","2,169,097",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6181,G,L25,sur,junio,2010,oripodoidea,"2,626,463,277","3,494,813","2,120,329",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6182,G,L25,sur,junio,2010,oripodoidea,"4,559,284,014","4,089,584","262,127",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6183,G,L25,sur,junio,2010,oripodoidea,"3,531,915,331","3,944,916","2,277,228",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6184,G,L25,sur,junio,2010,oripodoidea,"8,535,713,055","4,980,663","3,265,742",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6185,G,L25,sur,junio,2010,oripodoidea,"3,479,331,509","355,63","2,540,214",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6186,G,L25,sur,junio,2010,oripodoidea,"3,523,606,844","3,778,031","2,390,001",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6187,G,L25,sur,junio,2010,oripodoidea,"3,214,002,201","4,112,414","2,028,848",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6188,G,L25,sur,junio,2010,oripodoidea,"3,543,999,304","3,775,574","240,168",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6189,G,L25,sur,junio,2010,oripodoidea,"5,160,268,152","440,323","2,628,982",I,acari,oribatida,hemiedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6190,G,L25,sur,junio,2010,Apo_ros,2345000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
6191,G,L25,sur,junio,2010,euker,2575000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"316,803","5,955,555,556","3,092","5,51","1,064,622,629","417,351,339","5,1","1,6","0,91","0,78","29,167","0,13","67,222,222",0,1
